gene,cv,mean
SMC5,0.282536008903716,66.4479166666667
ARL6IP5,0.282567166395215,484.46875
CWC27,0.282646683181099,53.59375
SSB,0.282706977286287,166.614583333333
PPHLN1,0.283164479162667,62.8645833333333
MRPS33,0.283231852600768,52.7291666666667
SNRPD1,0.283560028562861,112.5
CCDC59,0.283614757527551,69.0833333333333
RPL6,0.283683045218017,3695.8125
RPL22L1,0.283946476113199,70.3541666666667
MORF4L1,0.284111574029411,200.083333333333
SMARCC2,0.284248143623523,48.21875
C8orf59,0.284339847319938,131.885416666667
RBM27,0.284462050413908,49.0104166666667
COX7A2,0.284463205283448,374.395833333333
TBC1D15,0.284805069071612,44.4270833333333
CASP8,0.284805911359069,54.6354166666667
BAG5,0.284829362137264,36.40625
HLA-E,0.284855591437102,297.416666666667
SAP18,0.285173543960235,226.385416666667
CNOT2,0.285280922187756,64.3229166666667
SYNCRIP,0.285322201148939,93.46875
RPL27,0.285463165860944,2458.73958333333
NGDN,0.285538291806084,35.2291666666667
TMED10,0.285619661042577,82.7916666666667
RPS15,0.285635728254826,664.5
NDUFA4,0.285667923357536,589.958333333333
TOP2B,0.286011888278,24.96875
USMG5,0.286037838915383,308.302083333333
EEF2,0.286088920388003,119.927083333333
YWHAZ,0.286218567591163,344.895833333333
GOLGB1,0.28625081885617,64.4895833333333
ZFR,0.286283271085277,67.15625
RPS24,0.286409090059715,1936.02083333333
CCT2,0.286498963617864,64.125
RPAIN,0.286551206438871,53.7291666666667
DYNLRB1,0.286562958449245,120.354166666667
HSPE1,0.286596342423922,97.0625
RPL36A,0.286907267589781,367.239583333333
EIF1AX,0.287081986396955,76.8229166666667
LINC00493,0.287388665848965,187.239583333333
DDX5,0.287411145920532,1234.40625
NDUFB8,0.287430782309505,65.84375
HNRNPK,0.287695535945168,247.572916666667
DNAJC2,0.287889788419009,18.28125
SRP19,0.28818198479083,79.84375
NDUFAF2,0.288375748538353,35.1770833333333
ENTPD4,0.288662162422717,20.3958333333333
SEPW1,0.289103569784483,74.40625
RBBP6,0.289107356461209,26.21875
NONO,0.289568435019997,139.166666666667
MKRN1,0.289638135177269,28.8020833333333
STYX,0.289699594125671,27.5416666666667
ANKRD11,0.28980567358942,225.9375
WDR33,0.289904658350727,37.03125
CSDE1,0.289931529127754,243.25
RSRC2,0.290198200851705,92.3541666666667
MYCBP2,0.29046947159839,40.6041666666667
CARD8,0.290504577522568,79.4166666666667
RAC2,0.29055698205366,110.479166666667
PTPRC,0.290594088957266,953.8125
SBNO1,0.290662207978409,34.5625
DENR,0.290910102829334,28.3125
EIF2S3,0.291018870290812,205.510416666667
SCAF11,0.291045669349712,77.3229166666667
H2AFV,0.291077259123193,28.65625
USP7,0.291102928310181,35.59375
ALDH6A1,0.291402419054372,31.75
GPATCH8,0.291418975949417,33.7604166666667
ZMAT2,0.291491064189367,107.979166666667
NDUFC1,0.291542305214489,76.6666666666667
RPL7A,0.291560237527114,1785.59375
XRCC5,0.292658113121402,201.333333333333
PFDN1,0.293055205572045,98.1979166666667
APRT,0.293714250392223,58.6770833333333
MYL12B,0.294380899765031,550.5625
KARS,0.294419191595404,103.34375
RBMS1,0.294591583511083,52.7708333333333
HNRNPU,0.294597641409692,132.947916666667
GON4L,0.294678793825976,40.6875
SEC61G,0.295082727615603,269.572916666667
KMT2E,0.29536010730613,119.916666666667
ZC3H13,0.295492523618622,59.1041666666667
TAOK3,0.295596222402219,57.1666666666667
USP9X,0.295775860509213,21.8229166666667
HSP90AA1,0.296058783499375,455.197916666667
ILF3,0.296438717223494,63.6979166666667
ANKRD44,0.296453048496476,62.7291666666667
NDUFB4,0.296479851400893,144.489583333333
PFDN4,0.296681138770798,77.4895833333333
PPIL4,0.296757802789857,44.2708333333333
ARHGDIB,0.296788285551697,1488.16666666667
GNL3L,0.296864152963568,36.8020833333333
HDDC2,0.297043928956556,29.34375
RAB12,0.297107241217822,27.59375
AMD1,0.297346512873784,56.9583333333333
FYTTD1,0.297784867149048,43.1666666666667
GTF2H3,0.298263845319902,20.5520833333333
CGGBP1,0.298291491719896,30.4583333333333
MRPL42,0.298292871148655,38.1354166666667
RPN2,0.298341128379828,120.354166666667
YIPF5,0.298418805221439,36.40625
SNRPB2,0.298546440493968,121.041666666667
GOLGA7,0.298640828628883,27.03125
ILF3-AS1,0.298728153380957,37.8541666666667
BZW2,0.298964658592657,33.3645833333333
SEPT9,0.299010103309265,25.9479166666667
CWC15,0.299110384414678,80.0833333333333
TOX4,0.299164763250537,56.4791666666667
TIA1,0.29917499767781,28.8229166666667
FXR1,0.299194712215644,58.9479166666667
WAC,0.299412857097071,43.4270833333333
PSMD14,0.299773981197749,30.25
NR3C1,0.299854978871272,35.125
PBDC1,0.300250662137838,32.4270833333333
RFC1,0.300369715986712,188.583333333333
SMARCA5,0.300382639147049,26.1145833333333
MYH9,0.300520316098166,93.6041666666667
MRPS35,0.300617706599002,57.28125
HSPA9,0.300772214302042,29.2083333333333
SELK,0.301150164361129,121.78125
SF3B2,0.301151293640736,44.0833333333333
NIPBL,0.301297736307589,97.0729166666667
NUFIP2,0.301458556197367,47.0208333333333
ZFAND1,0.301490842247405,48.6979166666667
CLK1,0.301518694742589,96.34375
WTAP,0.302037220864197,25.5416666666667
NUDT21,0.302227640110866,36.6979166666667
ZNHIT3,0.302297316961381,44.1041666666667
PHIP,0.302393030984624,49.3541666666667
NASP,0.302416616167804,43.3645833333333
HNRNPA2B1,0.302474159349864,813.875
THYN1,0.302565118924995,57.1145833333333
GGNBP2,0.302792056326188,41.9166666666667
CCDC174,0.30282295225668,50.34375
MAPK1IP1L,0.302838714325745,82.2708333333333
EPRS,0.302939528128139,41.9791666666667
SETD2,0.302959040706151,27.59375
LOC401397,0.303040925832158,44.4375
FNBP1,0.303330577154333,57.9270833333333
COX7A2L,0.303375867011847,170.4375
CEP350,0.303463665303278,30.4270833333333
SERBP1,0.303472248034568,71.1666666666667
HSPD1,0.303625435277967,125.510416666667
POLR2K,0.304073212919693,79.1458333333333
LIAS,0.3041126818278,14.4791666666667
TMSB10,0.304119292309407,6932.96875
TXNIP,0.304178651088484,1262.0625
ASB8,0.3041787679421,28.46875
KIAA1143,0.304248821525234,50.96875
THAP1,0.304289974666891,24.6041666666667
CHURC1,0.304300666425527,139.09375
ARPP19,0.304681763210348,32.34375
RBMX2,0.30474024490622,29.53125
PRPF40A,0.304810791786374,82.9375
RPL22,0.304936201317471,1849.59375
TRAM1,0.30494790902395,51.9583333333333
RWDD3,0.304975195934737,31.3645833333333
FGFR1OP2,0.304988950513872,42
TRA2A,0.30500708111833,52.9166666666667
RPL7,0.305130916646026,4083.42708333333
SNX6,0.305269394714181,113.833333333333
ERGIC3,0.305351510755778,105.03125
HMGN2,0.305615887590245,47.2604166666667
HNRNPD,0.305664752857989,39.5104166666667
IRAK4,0.305728713281349,34.28125
HSP90AB1,0.305904194203473,453.802083333333
MESDC2,0.306197669696279,25.1458333333333
PHAX,0.306227687553663,64.2083333333333
RPS7,0.306262400122162,2233.05208333333
PPP2R5C,0.306290359661404,47.7604166666667
PRRC1,0.306398002959321,31.46875
RPL17,0.306721531016134,569.40625
FLJ31306,0.306721794645863,46.2708333333333
IGBP1,0.306831511763391,74.28125
SRSF3,0.306973041785963,297.041666666667
POP5,0.30698422451285,38.6666666666667
ANAPC5,0.307017425879694,24.2708333333333
TMEM126B,0.307137327244709,37.625
BCAS2,0.307162995269253,45.65625
RBM33,0.307470262047509,38.59375
ARSA,0.307657842507151,25.34375
CCT3,0.307804701353698,101.46875
PRPF6,0.307871965113991,25.09375
ILF2,0.307892920468796,96.9479166666667
LIMS1,0.307977868670314,90.7708333333333
SREK1,0.308120950917988,27.9479166666667
EID1,0.308338610388926,70.6666666666667
FXYD5,0.308556457298404,78.4791666666667
GABARAPL2,0.308765213417301,162.135416666667
CCNT2,0.308854091317396,28.4791666666667
COA1,0.30888755214658,37.3333333333333
TCERG1,0.309152656479332,26.40625
UCP2,0.309303366127132,104.635416666667
GOSR1,0.309414868484569,39.0104166666667
THRAP3,0.309454750003909,153.84375
RPS2,0.309593696158577,317.958333333333
CNOT7,0.309792656937619,21.2291666666667
SNRPD2,0.309885663639186,417.041666666667
WIPF1,0.310014237848356,27.7083333333333
TPT1,0.310029417832587,2707.73958333333
ABCF1,0.310048118097206,34.1354166666667
PPIE,0.310186429498902,37.8333333333333
ERBB2IP,0.310331006717749,70.7291666666667
RTF1,0.310538601344176,36.8229166666667
THUMPD3,0.310541973268613,31.1354166666667
CTDSPL2,0.310643803175274,34.9479166666667
ZFC3H1,0.310733289381731,37.21875
EIF4B,0.310817532616226,245.104166666667
SUMO2,0.310935287036715,394.125
PABPC1,0.311061707862906,372.729166666667
FKBP3,0.311164471768827,41.4583333333333
CLK4,0.311273129581053,21.8958333333333
TMPO,0.311349038674545,28.7708333333333
PUM1,0.311415019619362,43.6041666666667
RPL37A,0.311849839013947,1656.91666666667
SNRPE,0.31198496033868,169.760416666667
POLE3,0.312038460869389,44.25
SLU7,0.312429029846583,83.8020833333333
SNHG16,0.312513704291219,51.7604166666667
KPNB1,0.312566383909233,31.0833333333333
ATP5H,0.312589481757453,270.8125
CREBRF,0.312805974146678,24.2291666666667
RNF4,0.312981374643801,42.7604166666667
NEMF,0.313014718827886,62.2708333333333
TTC1,0.313267811885694,73.3020833333333
C14orf166,0.313274158105081,95.6979166666667
LOC550643,0.313278464278952,58.4375
TUG1,0.313351958629221,18.5833333333333
LOC100507217,0.313373518497003,36.1770833333333
RABGGTB,0.31351387807191,27.03125
PTPN1,0.313529172350065,29.1354166666667
MED10,0.313844761081397,26.875
PEX19,0.313944859594381,21.875
ZC3H11A,0.313948384845896,27.1458333333333
FAM208A,0.314030040010292,39.3125
EZR,0.314060774165056,104.65625
NOLC1,0.314106328390335,38.9583333333333
MBD4,0.314181177396236,23.8541666666667
SMAD2,0.314252005880019,26.3541666666667
RPL39,0.314299885150708,3869.16666666667
SMIM11,0.314471733878578,24.9791666666667
NUB1,0.314598975988975,47.96875
ALG5,0.314677223385833,31.4895833333333
CNPY2,0.314694067641414,25.5625
PDCL3,0.314737855877154,36.84375
EEF1A1,0.314765102053324,15055.8854166667
TRAF3IP2,0.31477234150937,28.7291666666667
BTG1,0.314825660844557,111.052083333333
GOLGA3,0.314973152439278,23.9583333333333
UBE2D2,0.314975023970022,20.75
DDX50,0.31498334192817,29.25
FAM73A,0.315089336056643,22.8333333333333
RPL19,0.315094178866859,3100.73958333333
TERF1,0.315128613243847,30.9375
TAF9,0.315129676107327,140.208333333333
ZNF638,0.31514932809097,67.8125
RPL11,0.315220851246922,5669.29166666667
MAGOH,0.315405680307762,66.09375
XIAP,0.315447952536233,28.5833333333333
LIN7C,0.315476750520462,26.03125
PCF11,0.315481536532781,42.75
TUBB,0.315575197802834,113.375
MRPL22,0.315618715917304,41.6979166666667
LSM14A,0.315698906150843,30.7708333333333
RPL12,0.315712326741163,2859.5625
DARS,0.315946520179361,23.8958333333333
RARS2,0.316042527215019,23.84375
SERINC3,0.316051819053279,81.7083333333333
NCOR1,0.316140802234081,33.1145833333333
UBE2V2,0.316169816059294,87.5625
MATR3,0.31622801237554,170.947916666667
PDCD5,0.316443624353916,19.78125
CEBPZ,0.316634566621397,72.9270833333333
TPRKB,0.316766826403666,80.8645833333333
SVIL,0.316819169258644,33.2291666666667
BOD1L1,0.316891963537901,42.2083333333333
TCEAL8,0.316895878863148,41.3020833333333
CMPK1,0.317029442459186,28.7395833333333
NCBP2,0.317040768218393,34.1875
LUZP1,0.317174896048852,21.375
CLDND1,0.317183201574633,65.9375
RBM34,0.317370544286406,66.90625
TMEM258,0.317398144553785,303.96875
UFM1,0.317527339261074,79.3333333333333
RPL35A,0.31755447494516,4103.9375
NOB1,0.317636523411883,26.09375
C11orf73,0.317830244520431,66.8958333333333
CACYBP,0.318108237801354,43.6354166666667
GOLGA4,0.318163671126955,49.0520833333333
ABI1,0.318235355538298,70.5625
MAEA,0.318398636591193,61.3125
UFD1L,0.318506864083549,34.5729166666667
COPS2,0.318518405153963,59.6041666666667
SRSF7,0.318547227000755,228.260416666667
SF3B14,0.318559853847822,178.958333333333
LARS,0.318565361407313,73.71875
CNN2,0.318638531173553,65.84375
PA2G4,0.318767473294408,19.8020833333333
PWP1,0.318850314434129,36.40625
SMEK1,0.318988211796461,20.9375
ZNF585A,0.318989633005388,12
SMAP1,0.319088713343055,13.2395833333333
CD84,0.319094954997948,28.8645833333333
SF3A3,0.319215838450162,55.28125
GIMAP2,0.319367377432586,113.010416666667
CNBP,0.319380839211597,699.375
SNRPC,0.319420019436126,56.6354166666667
DDX17,0.319550579573943,56.7083333333333
CCP110,0.319721145748348,11.15625
MRP63,0.319811115970273,93.8229166666667
DDX47,0.319816853543598,32.9375
ASNSD1,0.319844944062222,24.6354166666667
SIVA1,0.319954174752225,18.4479166666667
CHD8,0.320147836900999,20.9479166666667
YME1L1,0.320192833372429,34.5520833333333
ATP5G1,0.320259999129,101.4375
G3BP2,0.320300321086489,45.375
SFPQ,0.320370823975761,43.7708333333333
PTGES3,0.320445608582575,51.6979166666667
PPP6R3,0.320652171351381,23.8125
YTHDF2,0.320675135172467,31.2604166666667
ST13,0.320745787470712,21.65625
RB1CC1,0.320775785171788,28.3333333333333
TMSB4X,0.32081575888881,16047.71875
MSL3,0.32084015107191,65.5520833333333
HERPUD2,0.320863369357213,13.8854166666667
SMC3,0.320889234674239,60.6770833333333
CALM1,0.320924817463661,330.802083333333
ZBED5,0.321164559414446,24.5416666666667
NXPE3,0.321268751337585,15.3333333333333
RAD23A,0.321321515310019,34.25
MRPS18B,0.32133545701816,38.625
BCCIP,0.321371384162056,52.2395833333333
TTC17,0.321384386549517,18.4375
STX16,0.32152966147104,21.7708333333333
WDR82,0.321588786789139,23.5729166666667
MRPL24,0.321671504606241,35.0208333333333
NDRG3,0.321788679737527,16.34375
SORL1,0.321841700356139,77.9270833333333
NFE2L2,0.321893199619272,25.8958333333333
RPS27L,0.321962003234166,216.322916666667
ATG12,0.322342346582671,69.1145833333333
UGP2,0.322364951104423,27.90625
LARP7,0.322387981936555,82.2395833333333
CCDC53,0.322494519345172,49.6458333333333
MAT2B,0.322524159303618,39.8020833333333
LYRM2,0.322631084207833,54.1145833333333
TAX1BP1,0.322637860012095,314.145833333333
SEC11C,0.32270393343346,23.1041666666667
SYF2,0.322713773860601,65.8229166666667
PDCD10,0.323022320432075,69.2916666666667
ZNF706,0.323108566586665,32.8854166666667
EIF3J,0.323151366213318,18.84375
POLR2B,0.323258583586654,36.8020833333333
GNAS,0.323311803365516,140.864583333333
CUTC,0.323362908442955,26.9270833333333
SPTY2D1,0.323368679303675,22.1458333333333
UBR5,0.323431928550981,17.21875
MDH1,0.323520880801137,111.822916666667
BPGM,0.32358694182465,16.46875
BCAP31,0.323666330322082,163.052083333333
DCAF8,0.323853365533189,17.4375
CDC73,0.323868018173986,33.1666666666667
GLOD4,0.323912841962615,69.4791666666667
TOPORS,0.324018996159943,18.3541666666667
RPL41,0.32410152742985,10047.3333333333
KPNA6,0.324115108425117,28.9895833333333
METTL5,0.324180031307416,39.0416666666667
SEP15,0.324199304975604,332.25
DNAJB14,0.32427553081144,37.5
CCNC,0.324395858250364,26.1145833333333
SCAI,0.324710438271154,18.4166666666667
C6orf62,0.324711944468744,65.2083333333333
KIAA1191,0.324806746117427,23.4895833333333
EIF5B,0.32484366989355,63.2708333333333
NHP2,0.324885330169623,34.2708333333333
PPP1R12A,0.324980920700315,42.03125
RPL4,0.325008009634286,1972.51041666667
BDP1,0.325039731411546,64.34375
CD47,0.325080124412139,26.03125
EDF1,0.32518052046331,79.1354166666667
UBXN1,0.325500988067752,27.34375
LUC7L3,0.325574096954508,89.6145833333333
EMC4,0.325628995479449,21.15625
EXOSC7,0.325700743201687,26.03125
MAP7D3,0.325793551965731,16.1354166666667
STK17B,0.325824882744502,154.333333333333
ZNF644,0.32586616314661,34.1875
FIP1L1,0.325928436392253,16.53125
SUGT1,0.32609323507751,52.59375
MAGT1,0.326243298791218,36.4166666666667
RNF168,0.326304025478019,20.1770833333333
RRP15,0.326359645414389,27.6770833333333
GLO1,0.326406530217542,24.75
ZMYM6NB,0.326546551818331,67.40625
ORMDL1,0.326625956609656,33.84375
PXMP4,0.326802151957885,22.1666666666667
TRAPPC2L,0.32680739489504,50.7291666666667
MRPS10,0.326852217220183,45.6770833333333
EMB,0.327111203204688,21.5208333333333
RBM28,0.32737698432525,15.4479166666667
LCP2,0.327547760612605,27.3229166666667
SLC4A8,0.32760351991254,20.6458333333333
JAK1,0.327685814323109,43.03125
COX14,0.327702951957884,123.1875
API5,0.327743171435399,29.7291666666667
TMEM126A,0.327749308805471,43.53125
BPTF,0.327856746323846,37.5208333333333
HSPB11,0.327956026441433,37.1041666666667
NIP7,0.328024406692483,17.9166666666667
TES,0.328045641964614,29.7708333333333
SRRM2,0.328064862640225,34.6770833333333
RPL24,0.328096131546297,2870.71875
CDC5L,0.328237246175,63.8229166666667
EIF3F,0.328287865238465,51.1979166666667
EXOSC9,0.328330138199026,21.0520833333333
RSU1,0.328385794965924,85.28125
SUPT16H,0.328475510571579,66.3645833333333
POLR2I,0.328573110952338,24.90625
ZNFX1,0.328590535414296,25.8333333333333
C17orf76-AS1,0.328746569270806,387.59375
SYS1,0.328894377988776,19.9791666666667
SHISA5,0.328925653520082,25.1875
SMARCA2,0.32907866312206,33.1770833333333
ARRDC3,0.329347684210565,82.3958333333333
ATPIF1,0.329551289201932,43.0416666666667
LTV1,0.329721423753661,23.8020833333333
NUTF2,0.329758541821865,58.3854166666667
SNRNP200,0.329821384653637,28.8541666666667
SRP9,0.329823198092317,251.729166666667
UFL1,0.32988448634022,35.8958333333333
ATP5G2,0.329990044482032,568.21875
SRFBP1,0.330049568709896,27.3958333333333
PPP1R7,0.330198182635587,31.28125
ZBED5-AS1,0.33037389077997,15.7708333333333
TMEM256,0.330377814353626,69.7708333333333
RPS28,0.330732749324853,4647.23958333333
ATP5I,0.330741295276101,265.25
RGS10,0.33074757057674,57.4479166666667
BIRC6,0.330875496894673,25.5208333333333
HMGN1,0.331067348269915,25.7083333333333
TROVE2,0.331121556049279,29.4166666666667
PAPOLA,0.331127114335549,58.0104166666667
APBB1IP,0.3313621887176,87.9375
CLINT1,0.331400813266425,61.03125
VPS13B,0.33142255598609,15.96875
HLA-C,0.331538336212966,246.416666666667
BRD2,0.331563971716924,23.3229166666667
TOMM20,0.331634867422414,28.0416666666667
NCL,0.331636648540568,348.59375
UHMK1,0.331661819231303,26.2083333333333
GPBP1,0.331689752158103,55.9583333333333
ANP32E,0.331909227904116,107.802083333333
TSN,0.331960354564431,50.6875
ZFX,0.332463882848348,29.2395833333333
ITSN2,0.332539974242908,29.25
CSNK1A1,0.332630163199562,32.6145833333333
SF1,0.332748042112357,15.0416666666667
XPNPEP3,0.332750870520875,23.3125
SF3B3,0.332902546132929,21.8229166666667
USP1,0.332939308409671,19.4895833333333
LAS1L,0.333089703462103,23.8125
MMADHC,0.333168131101318,71.2604166666667
ZNF271,0.333177294717821,41.4375
UQCRH,0.333185964561556,133.114583333333
SKA2,0.333212908732262,23.8645833333333
ATP5J,0.333238801973539,393.291666666667
KIAA1324,0.333253819024664,17.34375
HNRNPM,0.333292622346794,70.5729166666667
GTF2H5,0.333479382721317,75.53125
EIF4A2,0.333631895182879,299.25
ATP5A1,0.333718543641557,226.197916666667
IARS2,0.333720411001202,19.9375
LPXN,0.333735387049295,85.9375
XRN1,0.333805207742757,42.3229166666667
DHX15,0.33423457304264,22.9791666666667
LCOR,0.334265007523553,20.8020833333333
SH2B1,0.334291891181967,29.7083333333333
SFSWAP,0.334389930591803,21.8020833333333
